sqft_living,grade,sqft_above,sqft_living15,bathrooms,price
1380,5,1380,1500,1.0,795000.0
820,6,820,1170,1.0,195000.0
2180,6,1730,2180,2.0,480000.0
1400,7,1100,1630,2.0,485000.0
880,5,880,1410,1.0,130000.0
1060,6,1060,2240,1.0,325000.0
1530,7,1530,1530,1.75,440000.0
2480,8,1460,2910,1.75,550000.0
1490,6,1490,1350,1.75,310000.0
3660,9,3260,2700,2.5,530000.0
2340,8,2340,1970,2.5,390000.0
1450,7,1450,1210,1.75,243000.0
2210,9,2210,2440,2.5,639000.0
1130,7,1130,1540,1.0,215000.0
1550,7,1100,1420,1.75,405000.0
1710,7,1010,1770,1.75,250000.0
1010,7,1010,1300,1.5,405500.0
2660,7,2660,1120,2.25,452000.0
2660,7,2660,1120,2.25,730000.0
1300,7,1300,1430,2.0,267000.0
1670,7,1670,2390,2.5,289950.0
960,7,960,1300,1.0,565000.0
4670,12,4670,4230,3.25,1578000.0
2140,8,1770,2510,2.5,636000.0
2520,8,1550,1700,3.0,350000.0
1650,7,1130,1720,1.5,320000.0
1440,8,1440,1320,1.75,210000.0
1050,7,1050,1280,1.0,245000.0
1470,7,1130,1590,1.75,328000.0
4230,11,4230,3890,2.25,985000.0
1970,8,1370,2460,1.75,501000.0
1540,7,1540,1560,2.25,315000.0
2090,8,2090,2280,2.75,403000.0
2380,8,2110,2030,2.0,550000.0
2156,9,2156,1708,2.5,347500.0
2070,8,2070,2390,2.25,365000.0
1910,8,1270,1500,1.0,588000.0
1920,8,1260,2360,1.75,605000.0
3400,9,2290,3090,3.25,1300000.0
1400,7,1400,2020,2.0,233000.0
2210,8,2210,2210,2.5,360000.0
1170,6,1020,1170,1.75,459000.0
2100,9,2100,2290,2.0,740000.0
1160,7,1160,1160,1.0,305000.0
1500,6,900,950,1.0,395000.0
2940,8,2940,2510,2.5,560000.0
2010,7,1300,2180,1.75,650000.0
2170,7,2170,2010,2.5,449950.0
1430,7,1250,2210,1.5,517500.0
1510,7,1070,1450,1.5,435000.0
1150,6,800,1150,1.0,329999.0
2150,8,1140,2510,1.75,950000.0
1370,7,1230,1370,1.0,447000.0
2380,8,2380,1870,2.5,699800.0
1370,7,770,1390,1.75,850000.0
1600,7,1070,2140,1.75,316500.0
3750,9,2030,3270,3.5,942500.0
3950,10,2910,3220,2.25,1310000.0
2400,9,2400,2580,2.25,856600.0
2830,8,2830,1480,1.5,405600.0
2440,8,2440,2560,2.5,565000.0
1190,8,1050,1210,2.25,400000.0
1400,7,1400,2230,2.0,330000.0
2730,7,2730,2230,2.75,374950.0
2390,7,1610,1920,2.75,405300.0
2060,8,2060,2160,2.25,560000.0
2490,8,1290,2360,2.25,824000.0
1100,7,1100,1400,1.75,260000.0
2430,8,1470,2180,2.5,760000.0
3170,10,2360,2970,2.5,405000.0
2640,8,2640,2240,2.5,429900.0
1130,7,1130,1320,1.5,341500.0
1940,7,1940,1940,2.0,465250.0
1100,7,1100,1390,2.0,450000.0
1200,7,1200,1370,1.0,390000.0
2000,8,1000,2070,2.25,420000.0
1890,8,1730,1910,2.5,269950.0
1910,7,1060,1520,2.0,493000.0
2710,9,2710,2520,2.5,370000.0
4860,10,3100,3150,4.25,2250000.0
1250,7,1250,1450,1.0,305000.0
1590,6,970,2030,1.75,400000.0
1240,8,1050,1180,1.5,320000.0
2000,7,2000,1260,1.0,715000.0
3610,8,3610,2560,2.75,650000.0
1930,8,1930,2370,1.75,218000.0
1280,7,1280,1540,1.0,500000.0
2090,7,2090,2380,2.0,460000.0
1940,7,1140,1410,1.5,232500.0
1800,7,1800,1800,2.5,408200.0
1730,7,1400,1830,1.75,522000.0
2810,9,2810,3100,2.5,675000.0
3550,11,2260,4100,3.5,1355000.0
1330,6,1330,1570,1.0,249950.0
750,6,750,1460,1.0,210000.0
1760,7,1090,1180,1.0,429950.0
3200,9,3200,2930,2.5,737500.0
1740,8,1740,1850,2.0,710000.0
2100,8,2100,2100,2.5,470000.0
4270,12,4270,3510,3.5,1100000.0
1340,7,1340,2030,2.0,650000.0
3190,9,1680,3160,2.5,1216000.0
1630,8,1630,1380,2.5,422120.0
2990,9,2990,3150,2.5,625000.0
1550,6,1550,1220,1.0,385200.0
1690,8,1690,1800,2.25,500000.0
1960,8,1960,1910,2.25,308000.0
2390,8,1360,2140,2.75,565000.0
2600,7,2600,2600,2.5,581000.0
1950,8,1950,2330,2.0,361000.0
1250,7,1250,1530,1.0,345000.0
1180,8,840,1310,2.25,419000.0
1680,7,1680,2160,2.5,347000.0
2220,9,2220,3000,2.25,625000.0
4890,11,3090,3470,4.25,2400000.0
2660,8,2660,1320,3.25,379000.0
1150,7,1150,1150,1.5,310000.0
1130,6,1130,1320,2.0,250000.0
2760,9,2760,2870,2.75,682000.0
1430,7,1430,1580,2.0,246500.0
1490,5,1490,1580,1.0,325000.0
2030,8,2030,2095,2.5,310950.0
3010,9,1890,2688,2.0,1100000.0
1810,7,1130,1810,1.0,287500.0
1810,7,1130,1810,1.0,431000.0
970,6,970,1290,1.0,226000.0
2010,7,1510,1600,1.75,825000.0
1300,6,1300,1240,1.0,175000.0
1260,7,1260,1800,1.5,465750.0
2610,8,2610,2550,2.25,659000.0
1910,8,1110,1630,1.75,595000.0
1780,8,1780,1780,2.25,350000.0
1900,8,1900,2120,2.25,270000.0
2450,7,1340,1850,2.25,662500.0
1380,5,1380,1490,1.75,249900.0
1920,7,1230,1980,1.75,324500.0
1350,8,1350,1350,1.75,430000.0
1350,8,1350,1350,1.75,419950.0
2510,8,1290,1790,1.75,285000.0
2470,8,2470,2100,2.5,332000.0
1660,7,960,1340,1.75,282000.0
1340,7,940,1020,1.0,320000.0
1620,7,1620,2440,1.0,428750.0
2300,8,2300,1760,2.25,330000.0
2000,8,2000,1440,3.5,456500.0
1640,8,1640,1870,2.25,352000.0
1530,7,1530,1860,2.0,664000.0
4000,9,2190,2530,1.75,628000.0
1610,7,1080,1780,1.75,512000.0
2070,7,1450,1630,2.0,254000.0
1900,8,1900,2030,2.5,535800.0
1050,7,1050,1610,1.0,287653.0
1520,8,1180,1270,2.5,438000.0
2390,7,1750,1840,1.75,450000.0
2400,8,2400,2400,2.75,327000.0
1790,7,1790,1950,2.5,370500.0
1720,7,1720,1570,2.5,265000.0
2980,8,1800,1920,2.75,450000.0
1520,8,1520,2640,1.0,425000.0
1150,7,1150,1330,1.75,166600.0
380,5,380,1170,0.75,245000.0
910,7,910,1520,1.0,565000.0
1650,8,1230,1930,1.75,539900.0
2480,10,2480,1980,3.5,910000.0
2050,8,2050,2050,2.5,280000.0
1420,7,1420,1560,2.25,275000.0
3460,7,3460,2490,2.5,467000.0
1500,8,1500,1730,2.5,457500.0
1320,7,1320,1270,1.0,381156.0
2180,8,1220,2050,2.5,289999.0
1830,7,1230,1950,1.75,642450.0
1620,7,1220,1600,2.25,469950.0
2920,8,1460,2920,2.0,795000.0
3300,10,3300,2820,2.5,785000.0
3060,10,3060,3060,2.25,860000.0
3064,7,3064,2360,0.0,1095000.0
1530,7,1530,1380,1.0,147500.0
1910,7,1410,2040,2.0,390000.0
1020,7,1020,1020,1.0,229000.0
1150,6,1150,1120,1.0,185000.0
1260,7,870,1620,1.5,414900.0
1920,6,920,1120,2.0,200000.0
1800,8,1800,2060,2.25,225000.0
2040,7,1360,1610,1.75,720000.0
2200,8,1430,2100,2.5,930000.0
3200,7,2160,4090,2.5,1270000.0
2400,7,1780,2100,3.25,700000.0
1140,7,1140,1170,1.5,466000.0
1330,7,1330,1460,1.5,374000.0
1940,8,1940,2810,2.5,480000.0
3000,9,3000,3000,2.5,740000.0
1820,8,1820,1820,1.0,1010000.0
2910,8,2910,2740,2.5,395000.0
1090,6,1090,1200,1.0,340000.0
1230,7,1020,1260,2.0,209000.0
1710,7,1710,1530,2.5,431650.0
3160,9,1780,3260,2.5,980000.0
2680,9,2680,2670,2.5,660000.0
2190,8,1840,2190,2.25,730000.0
1260,7,1260,1640,1.75,291500.0
2970,9,2340,3680,3.5,905000.0
2570,10,2570,3420,2.5,800000.0
3810,9,2560,3230,3.5,839900.0
1010,8,950,1360,1.5,200000.0
1480,7,1080,1850,2.0,300000.0
1250,7,1250,1180,1.75,530000.0
1654,7,1654,1654,2.25,314950.0
1410,7,1410,1630,1.75,255000.0
2160,7,1500,2160,2.75,550000.0
1400,6,700,1470,1.0,435000.0
1420,7,1420,1660,1.75,234000.0
2500,8,1600,2500,2.25,615000.0
1410,7,1410,1410,2.0,205000.0
2100,7,1050,1730,1.75,384000.0
1750,8,1750,2050,2.5,324000.0
2070,7,1130,1800,1.75,645000.0
1570,8,1260,1000,3.25,570000.0
1920,8,1920,1920,2.5,324000.0
1000,6,1000,1100,1.0,270000.0
2120,7,2120,1730,1.5,290000.0
1440,7,1440,1390,2.0,250000.0
1660,7,1660,1520,1.75,342000.0
1340,7,1340,1340,1.5,255000.0
2380,9,1450,2750,2.25,800000.0
1560,7,1000,1430,1.75,451000.0
2780,7,1390,2860,2.5,990000.0
1860,7,1220,1860,2.5,288400.0
2390,8,1750,1690,1.5,420000.0
1370,8,1080,1370,2.75,359000.0
2570,7,1420,2260,3.0,390000.0
1320,7,1320,1320,2.5,300000.0
2520,7,1500,2030,2.5,545000.0
1250,6,1250,1920,1.0,288349.0
1560,7,1290,1660,2.25,299900.0
2330,7,1720,2090,2.0,891000.0
3660,9,1830,2680,2.0,1200000.0
2790,8,2790,2820,2.5,378000.0
1060,6,1060,1850,1.0,299995.0
2020,7,1310,1710,2.5,253000.0
1580,7,1580,1980,2.25,350000.0
2020,6,2020,1290,3.0,565000.0
970,6,970,1490,1.0,315000.0
1490,7,1490,1990,3.0,570000.0
4390,9,3350,2010,3.5,971000.0
2750,9,1840,1460,2.5,915000.0
2150,7,2150,2150,1.5,419000.0
1810,7,1230,1870,1.75,260000.0
2230,9,2230,2260,3.0,1321500.0
2430,7,2430,1660,1.0,369950.0
3680,10,3680,3600,2.5,1029900.0
1410,6,1410,1360,1.0,435000.0
1330,8,1330,2600,1.75,601000.0
1490,7,1150,1730,1.0,460500.0
2020,8,2020,1920,2.5,720000.0
3130,10,3130,2840,2.5,851000.0
2670,7,2670,2300,3.0,550000.0
1980,7,1980,1810,1.0,700000.0
2100,7,2100,1930,1.75,323000.0
1350,6,1350,2080,1.0,345500.0
2140,7,1190,2140,1.5,378000.0
2208,8,2208,1760,2.0,650000.0
1010,7,1010,1650,2.0,385000.0
970,7,970,1670,1.0,425000.0
1520,6,1520,1390,2.0,210000.0
2740,9,2740,2740,2.5,630000.0
1570,7,1300,1590,1.75,335000.0
1320,7,1320,1320,1.0,196500.0
2550,8,1440,2290,2.75,582800.0
1560,7,1250,1540,1.75,440000.0
2360,8,2360,2360,2.25,752500.0
1330,7,1210,1500,1.75,532500.0
1070,7,1070,1840,1.0,265000.0
1510,6,810,2560,1.25,397500.0
1710,8,1710,2120,2.5,524250.0
2790,10,2790,3080,2.75,765000.0
2620,9,2620,2590,2.5,648000.0
2970,8,1670,2100,2.5,469500.0
1050,7,1050,1360,1.75,237500.0
1280,7,1280,1420,1.0,216000.0
1030,7,1030,1270,1.0,427200.0
1900,8,1390,1730,2.25,280000.0
3070,9,1740,2550,3.0,718000.0
1760,8,1760,1870,2.75,420000.0
930,7,930,1050,1.0,379000.0
880,6,880,1370,1.0,326100.0
1360,7,1310,1365,2.5,535000.0
2130,7,1560,2130,2.75,283000.0
1480,6,1120,1460,1.0,260000.0
1500,7,1500,980,1.0,399000.0
1670,8,1670,1850,2.25,484950.0
2060,8,2060,2260,1.75,640000.0
2160,8,1660,1520,2.5,585000.0
2780,8,1190,2580,2.0,645000.0
1490,7,1490,1590,2.0,253000.0
740,6,740,1170,1.0,178500.0
1860,7,1860,1860,2.5,291000.0
1590,5,1590,1310,2.75,199950.0
850,7,850,1300,1.0,553500.0
1030,8,1030,1450,1.0,189950.0
1850,8,1850,2250,2.0,289000.0
1830,8,1830,1650,2.0,700000.0
1560,7,1560,1610,2.0,270000.0
1730,7,1230,1840,1.75,258000.0
1930,8,1930,1930,2.5,530000.0
1422,7,1422,1677,2.25,245000.0
1380,7,1380,1350,2.0,563000.0
2430,8,2430,2500,2.5,515000.0
2610,9,2610,2610,2.5,325000.0
2000,8,2000,2220,2.25,540000.0
920,6,490,1500,1.0,280300.0
1750,7,1050,1640,1.75,460000.0
2020,7,1180,2140,1.75,475000.0
2460,9,2460,2830,2.25,900000.0
1780,8,1780,1810,3.0,538200.0
1080,7,1080,2230,1.0,429000.0
1250,7,1250,1490,1.0,164808.0
1870,7,1870,1970,2.25,520000.0
1700,8,1230,1800,1.75,475000.0
1480,6,1480,1530,1.5,283000.0
1930,8,1930,1930,2.5,321500.0
3130,10,3130,3330,2.75,840000.0
1370,7,1370,1370,2.25,287000.0
960,7,960,1650,1.75,375000.0
1260,7,1260,1330,1.75,349500.0
1480,7,1480,1140,1.5,446450.0
1930,7,1930,1930,2.5,315000.0
870,6,870,1190,1.0,271310.0
1300,7,1300,1330,1.0,315000.0
1490,7,1490,1880,1.75,245000.0
1380,8,1030,1380,1.0,543115.0
1190,7,1190,1190,2.0,900000.0
4250,10,2870,3640,4.25,2450000.0
1920,8,1920,1670,2.0,554000.0
2080,6,2080,1690,1.75,249900.0
3220,9,2690,3460,2.5,768000.0
3680,10,2060,3140,3.0,980000.0
2070,7,1270,1950,2.5,395000.0
1480,7,1480,1360,1.75,415000.0
2000,8,2000,2430,2.5,380000.0
1560,8,1560,2170,2.5,566000.0
1600,7,1390,1502,1.0,218500.0
1940,7,1140,2200,2.5,550000.0
1540,7,770,1420,1.75,512031.0
820,6,820,1660,1.0,197500.0
1780,7,1230,1780,2.25,470000.0
1560,7,1560,2320,1.75,590000.0
2210,8,1270,2030,2.25,465000.0
2040,7,2040,1850,1.75,499000.0
1920,8,1920,2260,2.25,515000.0
1930,9,1230,2300,1.75,716500.0
1700,6,890,1440,2.0,410000.0
3450,8,2450,1750,3.25,850000.0
3440,10,3440,3440,3.25,1050000.0
2380,10,2380,2730,2.5,648000.0
2400,7,1460,1250,2.25,620000.0
5670,11,5670,4100,4.5,935000.0
1140,7,1140,1140,1.0,379000.0
1670,7,1270,1460,1.75,699000.0
1910,8,1280,1860,2.25,528000.0
1560,8,1560,2200,1.75,425000.0
1500,7,1500,1220,1.75,249500.0
4475,9,4475,3720,3.25,1035480.0
2840,9,1640,2790,2.75,790000.0
1020,7,1020,1750,1.0,399950.0
1410,7,1410,1910,1.5,275000.0
1520,8,1520,1880,1.0,550000.0
730,4,730,1790,1.0,140000.0
1190,7,990,1760,1.0,250000.0
1410,7,1410,2050,2.25,318000.0
1240,7,1240,3050,1.0,505000.0
2500,8,1300,2090,2.5,470500.0
1050,7,1050,1380,1.0,360000.0
2680,9,1480,2940,2.75,1242500.0
2380,9,1340,2560,2.5,986000.0
1060,7,860,1060,1.0,515000.0
2300,8,1310,1160,1.75,320000.0
2010,7,1090,1470,3.0,310000.0
1090,7,730,990,1.0,356700.0
2320,7,1510,1840,1.75,775000.0
1040,6,1040,1140,1.0,325000.0
1810,7,1810,1740,2.75,208000.0
1150,6,1150,2440,1.0,825000.0
2360,9,2360,2390,2.5,515000.0
1970,8,1420,1940,1.5,490000.0
2690,8,2690,2820,3.0,675000.0
2080,7,1040,1340,2.5,360000.0
2080,7,1040,1340,2.5,550000.0
1370,7,1370,1400,1.5,225000.0
3410,8,3410,2260,2.75,500000.0
1850,8,1850,2110,2.0,385000.0
3010,10,3010,2890,2.75,837700.0
1530,7,1530,1560,2.25,448000.0
2690,7,1420,2600,1.75,730000.0
2810,8,1490,2240,1.5,575000.0
1810,7,1240,1460,1.75,430000.0
1560,7,1560,1600,2.5,435000.0
1010,6,1010,1200,1.0,241000.0
1000,6,600,2120,1.75,453500.0
990,7,990,1050,1.5,285000.0
720,5,720,860,1.0,151000.0
6070,11,6070,4750,4.5,1570000.0
2270,7,2270,1320,2.0,631000.0
1380,7,1140,1580,2.5,285000.0
1260,6,840,1140,1.0,195000.0
2910,9,2910,2720,2.5,817500.0
1810,7,1810,1490,2.0,550000.0
3160,9,3160,3000,2.5,1127000.0
1910,9,1910,1910,2.75,609850.0
1230,6,1230,1525,1.0,200000.0
2960,9,2960,2960,2.5,367000.0
2200,8,2200,2200,2.25,285167.0
1270,7,1270,1270,1.5,275000.0
2540,9,2540,2410,2.5,350900.0
3030,8,3030,2360,3.25,660000.0
1520,7,1520,1760,1.75,525000.0
1560,7,1560,1160,2.5,262000.0
970,7,970,1500,1.0,690000.0
3570,9,3570,3160,3.75,624000.0
1350,6,860,1130,1.0,353000.0
3710,8,2290,1720,3.5,552500.0
1430,7,1430,1550,1.0,224500.0
940,6,940,1100,1.0,239000.0
4300,10,4300,3950,4.5,975000.0
3990,11,3990,5790,1.75,1200000.0
1380,7,1380,1690,1.0,505000.0
2020,7,1010,1650,1.75,302000.0
1480,6,780,760,1.0,170000.0
1190,5,1190,1730,1.0,195000.0
2550,7,1560,1380,1.5,272000.0
2550,7,1560,1380,1.5,369000.0
1500,7,1500,1500,1.5,332500.0
3000,8,1760,2040,2.5,515000.0
1690,7,1020,1820,1.0,269000.0
4390,11,2430,3090,4.0,1278000.0
1560,7,1560,1660,2.5,303000.0
2940,8,1690,1850,3.0,420000.0
1130,7,990,1800,1.0,400000.0
1020,6,1020,1420,1.0,225000.0
1310,6,1310,1310,2.0,219000.0
2570,9,2570,2490,2.5,605000.0
2020,8,1010,1250,2.0,625000.0
1680,5,840,1380,2.0,380000.0
1770,7,1770,1710,2.0,620000.0
3190,10,3190,2850,2.75,687500.0
1440,6,1440,1530,2.0,225500.0
1150,7,1150,1980,2.0,252500.0
1860,8,1860,1840,2.5,510000.0
2430,8,2430,2260,2.5,510000.0
1940,7,1940,1440,2.5,725000.0
670,3,670,1160,0.0,75000.0
880,7,880,1370,1.0,492000.0
1930,7,1330,1470,2.5,425000.0
3120,8,1560,2630,2.75,1955000.0
1830,8,1830,1860,2.5,298900.0
3230,10,3230,2990,2.5,699000.0
700,6,700,1560,1.0,310000.0
1010,7,1010,1500,1.75,350000.0
2460,7,1410,2300,1.75,790000.0
2230,8,2230,2230,2.5,305000.0
1570,7,1570,1610,2.5,315000.0
2390,7,2390,1140,3.5,267500.0
3460,10,3020,3030,3.25,1750000.0
2400,8,1640,1940,3.5,435000.0
2940,8,2940,2010,4.5,482500.0
8010,12,5990,3430,5.25,5110800.0
1570,7,1570,1860,1.75,439995.0
1520,7,1180,2080,3.0,460000.0
1070,7,1070,1190,1.0,194000.0
440,5,440,880,0.75,290000.0
2440,7,1220,1370,2.0,274700.0
2660,8,1800,1510,2.5,900000.0
4460,11,4460,3470,4.0,1150000.0
2010,9,2010,2350,2.5,605000.0
1450,7,1450,1970,2.5,359000.0
1400,7,1400,1810,1.75,850000.0
1500,8,1500,1550,2.0,505000.0
2500,9,2500,2790,2.5,565000.0
1280,7,1000,1550,1.75,585000.0
3380,7,2420,1920,3.25,328000.0
2910,9,2210,2420,2.75,749950.0
3060,9,3060,3240,2.5,826000.0
1330,7,1330,1710,1.0,535000.0
3300,10,3300,2880,2.5,925000.0
3250,10,2500,1650,3.5,875000.0
2530,9,1570,3030,2.25,902000.0
1830,7,1830,1840,1.0,423000.0
1170,6,1170,2080,1.0,235000.0
2930,8,1680,2234,2.0,545000.0
1230,7,1230,1270,1.0,343000.0
1620,8,1620,1900,2.5,334950.0
1760,7,1160,1790,1.75,405000.0
1440,7,1440,1440,1.0,220000.0
1740,6,1050,960,1.0,173000.0
1270,7,1270,1710,1.0,655000.0
880,6,880,890,1.0,406000.0
2560,7,1370,2360,2.5,632000.0
1540,7,1140,1630,2.75,357000.0
1150,7,1150,1200,1.75,361000.0
770,6,770,1160,1.0,277000.0
4610,10,2500,3050,3.75,630000.0
1850,8,1850,2210,2.5,254000.0
1840,8,1290,2110,2.25,472800.0
1490,6,700,2180,1.75,263000.0
1490,6,700,2180,1.75,510000.0
960,7,960,1250,1.0,179950.0
1580,8,1160,2020,2.25,525000.0
1260,8,1260,1340,2.5,479000.0
1940,7,970,1730,2.0,651000.0
2490,8,1240,3210,1.75,949000.0
2520,7,1890,1830,2.5,392400.0
1760,7,920,1680,1.75,585000.0
4190,7,4190,2480,2.5,460000.0
1170,7,870,1240,1.0,470000.0
1600,7,1600,1520,2.5,245000.0
2760,8,1800,2490,2.0,500000.0
2090,8,2090,2090,2.5,455000.0
2320,7,2320,2620,2.5,485500.0
4110,9,3150,3890,3.25,1875000.0
770,7,770,1480,1.0,100000.0
1410,7,1410,1550,1.75,307000.0
3660,10,2660,2780,3.5,475000.0
2180,7,1190,2070,2.5,330000.0
1110,7,1110,1440,1.0,130000.0
2280,8,2280,2370,2.5,320000.0
2820,9,2050,1390,2.5,735000.0
1570,7,800,1340,2.5,365000.0
1200,7,1200,1350,1.5,234000.0
1710,7,1710,1710,2.0,211000.0
3000,8,2400,1720,3.5,680000.0
2800,8,2800,2800,3.0,457000.0
1640,7,1640,1640,2.25,349000.0
2030,7,1210,1910,2.75,360000.0
2530,8,2530,2330,2.5,350000.0
990,6,990,1010,1.0,208000.0
790,6,790,1930,1.0,250275.0
790,6,790,1930,1.0,435000.0
1800,6,1470,1440,1.75,270000.0
1650,7,1650,2830,1.75,438000.0
1980,8,1980,2300,2.0,659000.0
2340,7,1310,2020,2.75,645000.0
2790,9,2790,2450,2.5,685100.0
2800,7,1400,2150,3.0,350000.0
1840,6,1840,2550,1.0,375000.0
1350,7,1350,2220,1.5,170000.0
3030,9,3030,1080,2.5,880000.0
1980,8,1980,1400,2.5,410500.0
3690,10,3690,3600,2.5,780000.0
3732,10,2932,2950,4.5,1225000.0
1510,8,1510,1510,1.75,449000.0
2000,7,1110,1750,1.75,546000.0
1760,7,1060,1680,2.0,317000.0
1270,7,1270,1780,1.0,276900.0
2620,8,1420,1360,2.0,399000.0
2630,8,1690,2440,2.75,495000.0
2270,8,1330,2090,1.75,258000.0
2410,7,1940,2460,2.5,600000.0
1120,8,1120,1120,2.75,265000.0
3030,7,1540,1790,2.75,321000.0
2120,7,1720,1960,2.25,682000.0
1720,8,1720,2360,2.5,295700.0
2150,9,2150,2450,2.5,609000.0
4380,9,3720,2460,4.5,995000.0
2010,8,2010,2190,2.25,530000.0
3150,8,1870,1550,2.5,614000.0
2500,8,1770,2670,2.5,390000.0
1690,7,1690,2120,2.5,467000.0
3300,8,2060,2060,2.5,484000.0
1240,8,1240,1410,2.5,340000.0
2200,8,2200,2250,2.5,302495.0
1620,7,980,1400,1.75,532500.0
2420,8,1780,2420,2.5,441500.0
2680,7,1530,1920,2.5,470000.0
4250,9,4250,2830,3.25,2300000.0
2400,9,2400,2800,2.5,590000.0
2300,8,1770,2030,1.75,320000.0
920,8,800,1150,2.0,363000.0
2350,9,2350,2880,2.25,747500.0
2630,8,2630,2305,2.5,750000.0
2170,9,1610,1670,3.0,831000.0
1700,7,1700,1970,2.5,403000.0
2470,7,2470,2470,2.5,445000.0
1250,7,1250,1410,1.0,345000.0
3110,10,3110,3110,3.5,2260000.0
1530,7,1530,2040,2.0,371025.0
960,6,960,1350,1.0,355000.0
1240,7,1240,2060,1.0,270000.0
2440,7,2440,2280,2.75,425000.0
2320,8,1620,1990,1.75,364808.0
1580,8,1200,1710,2.25,320000.0
2963,9,2963,2665,2.5,325000.0
2470,8,2230,1970,2.25,350000.0
1370,6,1370,1650,1.5,170000.0
960,6,960,1860,1.0,255000.0
1130,7,880,2190,1.0,550000.0
4930,12,4930,3620,4.25,835000.0
1150,6,800,1220,1.0,420000.0
2190,8,2190,1880,2.5,925000.0
1490,7,930,1320,1.5,389250.0
2600,8,1300,1860,2.5,748000.0
1530,7,1200,1680,1.75,284000.0
1680,7,980,1680,2.0,588000.0
1680,7,1680,1290,1.75,372500.0
1900,7,1900,1690,3.0,285000.0
1570,7,1570,1570,1.0,360000.0
1370,7,1150,1460,1.0,275000.0
1350,8,1350,1660,2.0,428000.0
3010,8,3010,2560,2.5,847000.0
1010,6,1010,1380,1.0,316000.0
2050,8,2050,2050,2.5,375000.0
1670,7,1170,1560,1.0,533000.0
3840,11,3840,3270,2.5,556000.0
2220,7,1200,1300,2.0,225000.0
2590,8,1640,2710,2.5,537250.0
1180,7,1180,1460,1.0,255000.0
2950,7,2950,2120,2.5,530000.0
7390,12,5000,4320,6.0,5300000.0
2150,9,2150,2650,2.75,595000.0
2100,7,2100,1280,2.0,548000.0
1650,7,1100,1280,1.75,234975.0
1620,9,1430,1750,1.75,600000.0
1750,7,1750,1550,1.0,432000.0
1380,7,1380,1420,1.5,455000.0
1510,7,1210,2080,1.75,279950.0
1600,7,1600,1710,1.5,267500.0
1840,8,1840,1890,2.5,620000.0
830,6,830,980,1.0,110000.0
1810,8,1440,1480,3.5,625000.0
910,7,910,1260,1.0,389000.0
2120,9,2120,2090,2.0,1200000.0
2510,8,2510,2510,2.25,788500.0
2100,8,1600,2100,2.25,567000.0
2690,8,1870,2690,2.25,515000.0
2430,8,1590,2430,2.5,605000.0
2452,7,2452,1180,3.75,430000.0
1550,7,1550,2360,1.75,805000.0
2080,8,2080,1530,2.5,567500.0
1290,7,1290,2020,1.75,647500.0
1850,7,1850,1500,1.75,495000.0
3370,9,3370,3370,2.5,825000.0
2730,8,2730,2390,2.25,435000.0
1300,7,1300,1520,1.75,445950.0
3040,10,3040,2860,2.75,960000.0
2440,8,1480,1770,3.0,780000.0
1720,8,1320,1930,2.25,274500.0
3230,8,2000,1509,3.0,729953.0
1200,8,1030,1230,1.5,464950.0
2350,8,2350,3050,1.75,620000.0
3100,9,3100,3080,3.5,735000.0
2040,8,1400,1890,2.25,450000.0
2000,7,1250,1140,1.0,450000.0
2160,9,2160,1720,2.5,842500.0
1970,7,1070,1890,2.0,360000.0
2270,8,2270,1277,2.5,585000.0
1850,7,1150,1780,2.25,461000.0
1350,7,920,1470,1.0,345000.0
3280,10,1680,1550,2.5,1075000.0
2270,8,2270,2420,2.5,643000.0
2820,9,2820,2820,2.5,690000.0
1200,7,1200,1350,1.0,282000.0
2000,8,1120,2140,1.75,549000.0
2310,9,1560,2000,2.0,815000.0
4640,8,2860,3140,4.25,2200000.0
2330,8,2330,2050,2.25,700000.0
3940,9,3110,2720,2.5,933399.0
1440,7,1440,2200,1.0,290000.0
1960,7,1340,1500,1.75,372000.0
1250,7,790,1500,1.75,450000.0
1981,8,1981,1981,2.5,303700.0
2440,9,2440,2820,2.5,672000.0
1150,6,1150,1480,1.5,334000.0
1120,6,1120,1270,1.0,260000.0
1800,8,1000,1680,1.75,749950.0
2380,8,2380,2030,2.25,330000.0
2920,8,2140,1620,3.0,830000.0
2790,8,2790,2720,2.25,1131000.0
1560,6,910,1200,1.0,320000.0
1550,7,1550,1520,1.0,260000.0
1700,6,970,1560,2.0,225000.0
640,5,640,1270,1.0,279200.0
2680,8,2040,1530,3.5,520000.0
1860,8,1860,1850,2.5,505000.0
1490,7,1010,1490,1.75,234000.0
2470,9,2470,2790,2.5,503000.0
2390,8,1740,2240,2.25,606000.0
1230,7,780,1570,1.0,433500.0
2840,8,1510,2210,1.5,250000.0
2120,9,2120,2290,2.5,719000.0
1770,8,1770,1900,2.0,381000.0
2495,8,2495,2434,2.5,267000.0
1170,7,880,1130,0.75,275000.0
2740,8,2740,2260,2.5,651000.0
1050,7,850,1850,1.0,439000.0
1130,7,1130,860,1.0,325000.0
880,7,880,1340,1.0,490000.0
2403,9,2403,2380,2.5,519900.0
3410,9,3410,2580,2.75,545000.0
5320,11,5320,4640,4.0,1062500.0
1900,7,950,1480,1.75,542000.0
1810,7,1810,2700,1.75,465000.0
1200,8,1200,1440,2.0,408000.0
2060,8,2060,2242,2.5,292000.0
1250,7,1250,1980,1.75,253000.0
910,6,910,890,1.0,280000.0
